,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Area.BlkSub,Height,IR,S.N,Run.Cmpd,runDate,type,SampID,replicate,inj.vol.Norm.Area,d4-Tryptamine.Norm.Area,d-IAA.Norm.Area,D-Phenylalanine.Norm.Area,D-Tryptophan.Norm.Area,Vitamin B1_IS.Norm.Area,Vitamin B2_IS.Norm.Area,D8-Arachidonic Acid.Norm.Area,D5-EPA.Norm.Area,D5-DHA.Norm.Area,D6-Tocopherol.Norm.Area,D3-Pyridoxal.Norm.Area,PooPlusModel.IS,PooPlusModel
1982,170518_Smp_EtACpH8_2,p-Coumoroyl-HSL,5.383333,NA,100503296,100486337,10705722,3.486661,43.80034,170518_Smp_EtACpH8_2 p-Coumoroyl-HSL,170518,Smp,EtACpH8,2,NA,95843889,74864224,112382243,104431108,85202736,141529284,102224065,98778070,78203648,101125576,58127099,D3-Pyridoxal.Norm.Area,58127099
1983,170518_Smp_EtACpH8_3,p-Coumoroyl-HSL,5.38,NA,97367920,97350961,10560273,3.517605,59.15632,170518_Smp_EtACpH8_3 p-Coumoroyl-HSL,170518,Smp,EtACpH8,3,NA,63848984,92332506,95021776,90941475,235977378,117091318,152428445,103656256,82448308,52076282,51952742,D3-Pyridoxal.Norm.Area,51952742
1984,170518_Smp_SPEpH2_1,p-Coumoroyl-HSL,5.286667,NA,75210360,75193401,3780974,3.604406,72.09818,170518_Smp_SPEpH2_1 p-Coumoroyl-HSL,170518,Smp,SPEpH2,1,NA,95125295,90510600,82910006,79522233,64055802,67320864,39501482,33940746,33621609,89695993,137346013,D3-Pyridoxal.Norm.Area,137346013
1985,170518_Smp_SPEpH2_2,p-Coumoroyl-HSL,5.373333,NA,71139272,71122313,4431722,3.702863,90.12306,170518_Smp_SPEpH2_2 p-Coumoroyl-HSL,170518,Smp,SPEpH2,2,NA,84812131,77742127,80206275,68615294,57725311,64034542,37546731,37623327,39160105,57152847,134438036,D3-Pyridoxal.Norm.Area,134438036
1986,170518_Smp_SPEpH2_3,p-Coumoroyl-HSL,5.25,NA,64658612,64641653,3184206,3.629559,156.8283,170518_Smp_SPEpH2_3 p-Coumoroyl-HSL,170518,Smp,SPEpH2,3,NA,82592962,90553521,86997546,73276169,57568446,62141132,41303948,37005486,39196099,91513669,136408073,D3-Pyridoxal.Norm.Area,136408073
1987,170518_Smp_SPEpH5_1,p-Coumoroyl-HSL,5.38,NA,91891056,91874097,7738943,3.690735,58.41476,170518_Smp_SPEpH5_1 p-Coumoroyl-HSL,170518,Smp,SPEpH5,1,NA,128182778,118764791,118031533,101072666,79910689,81211091,58978318,52231787,51969037,115990605,127314047,D3-Pyridoxal.Norm.Area,127314047
1988,170518_Smp_SPEpH5_2,p-Coumoroyl-HSL,5.39,NA,191042144,191025185,11165904,3.563081,81.86022,170518_Smp_SPEpH5_2 p-Coumoroyl-HSL,170518,Smp,SPEpH5,2,NA,254174206,230537623,227364868,192933835,136588746,178443774,96523998,84413786,81259605,154713206,253991716,D3-Pyridoxal.Norm.Area,253991716
1989,170518_Smp_SPEpH5_3,p-Coumoroyl-HSL,5.386667,NA,76951456,76934497,5949868,3.604086,52.95614,170518_Smp_SPEpH5_3 p-Coumoroyl-HSL,170518,Smp,SPEpH5,3,NA,96381028,90574129,78390634,71818252,53720925,66827375,46529947,43577187,44015265,73155161,109314819,D3-Pyridoxal.Norm.Area,109314819
1990,170518_Smp_SPEpH8_1,p-Coumoroyl-HSL,5.44,Bad IRcomparable to blkbad S/N,NA,-5890,2594,0.8575967,1.277502,170518_Smp_SPEpH8_1 p-Coumoroyl-HSL,170518,Smp,SPEpH8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D3-Pyridoxal.Norm.Area,NA
1991,170518_Smp_SPEpH8_2,p-Coumoroyl-HSL,5.43,Bad IRbad S/N,NA,40488,13412,0.3282554,2.82042,170518_Smp_SPEpH8_2 p-Coumoroyl-HSL,170518,Smp,SPEpH8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D3-Pyridoxal.Norm.Area,NA
1992,170518_Smp_SPEpH8_3,p-Coumoroyl-HSL,5.373333,Bad IR,3128414,3111455,248012,1.643218,158.2383,170518_Smp_SPEpH8_3 p-Coumoroyl-HSL,170518,Smp,SPEpH8,3,NA,3894533,3039140,5094211,4701402,3239471,1484149,3558880,5812148,8810961,3854436,12868638,D3-Pyridoxal.Norm.Area,12868638
1993,170518_Poo_TruePoo_Full1,7-dehydrocholesterol,13.88,Bad IRcomparable to blkbad S/N,25089,-19177,5567,1.582104,1.361492,170518_Poo_TruePoo_Full1 7-dehydrocholesterol,170518,Poo,TruePoo,Full1,NA,23412.78,30625.51,33938.1,33626.3,25463.17,31467.37,148033.6,247332,185790.3,23549.27,26771.91,D8-Arachidonic Acid.Norm.Area,148033.6
1994,170518_Poo_TruePoo_Full2,7-dehydrocholesterol,13.88333,comparable to blkbad S/N,110892,66626,34274,1.466903,2.096042,170518_Poo_TruePoo_Full2 7-dehydrocholesterol,170518,Poo,TruePoo,Full2,NA,110294.3,84525.41,137039.5,124326.1,110488.4,108348.7,104364.4,124177.1,106265.9,70316.34,123439.9,D8-Arachidonic Acid.Norm.Area,104364.4
1995,170518_Poo_TruePoo_Full3,7-dehydrocholesterol,13.88667,comparable to blkbad S/N,66527,22261,17549,0.9693715,1.926431,170518_Poo_TruePoo_Full3 7-dehydrocholesterol,170518,Poo,TruePoo,Full3,NA,56941.23,50657.18,67927.13,69581.41,67066.8,60075.32,83820.59,108834.2,91459.07,74123.1,79138.78,D8-Arachidonic Acid.Norm.Area,83820.59
1996,170518_Poo_TruePoo_Half1,7-dehydrocholesterol,13.90667,comparable to blkbad S/N,NA,-31954,5760,1.152809,1.716981,170518_Poo_TruePoo_Half1 7-dehydrocholesterol,170518,Poo,TruePoo,Half1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
1997,170518_Poo_TruePoo_Half2,7-dehydrocholesterol,13.89,comparable to blkbad S/N,NA,24362,17638,1.276301,2.718665,170518_Poo_TruePoo_Half2 7-dehydrocholesterol,170518,Poo,TruePoo,Half2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
1998,170518_Poo_TruePoo_Half3,7-dehydrocholesterol,13.9,comparable to blkbad S/N,NA,27742,16092,1.193767,1.924353,170518_Poo_TruePoo_Half3 7-dehydrocholesterol,170518,Poo,TruePoo,Half3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
1999,170518_Smp_EtACpH2_1,7-dehydrocholesterol,13.94333,comparable to blkbad S/N,NA,32713,7157,0.6967308,2.528301,170518_Smp_EtACpH2_1 7-dehydrocholesterol,170518,Smp,EtACpH2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2000,170518_Smp_EtACpH2_2,7-dehydrocholesterol,13.85333,comparable to blkbad S/N,NA,-12408,6001,0.746054,1.382559,170518_Smp_EtACpH2_2 7-dehydrocholesterol,170518,Smp,EtACpH2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2001,170518_Smp_EtACpH2_3,7-dehydrocholesterol,13.94667,Bad IRcomparable to blkbad S/N,NA,-3757,7239,1.894626,2.914685,170518_Smp_EtACpH2_3 7-dehydrocholesterol,170518,Smp,EtACpH2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2002,170518_Smp_EtACpH5_1,7-dehydrocholesterol,13.88,bad S/N,223929,179663,57198,1.006504,1.569746,170518_Smp_EtACpH5_1 7-dehydrocholesterol,170518,Smp,EtACpH5,1,NA,236492.6,183701.7,319391.5,261795.7,219268.4,335326.7,290811.9,291326.7,267976,341268.5,137349.4,D8-Arachidonic Acid.Norm.Area,290811.9
2003,170518_Smp_EtACpH5_2,7-dehydrocholesterol,13.89,comparable to blkbad S/N,80051,35785,26199,0.8260856,2.367178,170518_Smp_EtACpH5_2 7-dehydrocholesterol,170518,Smp,EtACpH5,2,NA,44158.06,65153.09,167374.4,137320.4,267414.1,184949.8,66861.17,180149.8,204890.9,205993.8,52265.22,D8-Arachidonic Acid.Norm.Area,66861.17
2004,170518_Smp_EtACpH5_3,7-dehydrocholesterol,13.88333,NA,154206,109940,35255,1.016298,4.168269,170518_Smp_EtACpH5_3 7-dehydrocholesterol,170518,Smp,EtACpH5,3,NA,90634.85,123589.4,185184.3,171388.6,395380.9,232639.2,151327.3,215417.3,214718.1,214725.4,81917.2,D8-Arachidonic Acid.Norm.Area,151327.3
2005,170518_Smp_EtACpH8_1,7-dehydrocholesterol,13.88,comparable to blkbad S/N,50052,5786,10866,0.7799785,2.014718,170518_Smp_EtACpH8_1 7-dehydrocholesterol,170518,Smp,EtACpH8,1,NA,46287.98,41673.07,59397.09,62609.28,39990.55,77173.44,97112.23,132716.4,100235.7,59548.34,29088.52,D8-Arachidonic Acid.Norm.Area,97112.23
2006,170518_Smp_EtACpH8_2,7-dehydrocholesterol,13.88667,comparable to blkbad S/N,52982,8716,11204,0.7532914,3.374277,170518_Smp_EtACpH8_2 7-dehydrocholesterol,170518,Smp,EtACpH8,2,NA,50525.72,39465.93,59244.19,55052.61,44916.05,74609.54,53889.13,52072.52,41226.37,53310.05,30642.68,D8-Arachidonic Acid.Norm.Area,53889.13
2007,170518_Smp_EtACpH8_3,7-dehydrocholesterol,13.88667,NA,312607,268341,81320,1.038137,11.10561,170518_Smp_EtACpH8_3 7-dehydrocholesterol,170518,Smp,EtACpH8,3,NA,204991.9,296440.4,305074.5,291974.4,757623,375930.4,489382.9,332796.2,264706.5,167194.8,166798.2,D8-Arachidonic Acid.Norm.Area,489382.9
2008,170518_Smp_SPEpH2_1,7-dehydrocholesterol,13.97333,comparable to blkbad S/N,NA,-16827,4036,1.178904,2.331926,170518_Smp_SPEpH2_1 7-dehydrocholesterol,170518,Smp,SPEpH2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2009,170518_Smp_SPEpH2_2,7-dehydrocholesterol,13.82,Bad IRcomparable to blkbad S/N,NA,-25841,5465,1.625496,2.064537,170518_Smp_SPEpH2_2 7-dehydrocholesterol,170518,Smp,SPEpH2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2010,170518_Smp_SPEpH2_3,7-dehydrocholesterol,13.77667,comparable to blkbad S/N,NA,-32893,2320,1.006906,1.634053,170518_Smp_SPEpH2_3 7-dehydrocholesterol,170518,Smp,SPEpH2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2011,170518_Smp_SPEpH5_1,7-dehydrocholesterol,13.92333,comparable to blkbad S/N,NA,-22711,4035,0.8477543,1.888097,170518_Smp_SPEpH5_1 7-dehydrocholesterol,170518,Smp,SPEpH5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2012,170518_Smp_SPEpH5_2,7-dehydrocholesterol,13.92333,Bad IRcomparable to blkbad S/N,NA,-32128,3421,0.5012803,1.4056,170518_Smp_SPEpH5_2 7-dehydrocholesterol,170518,Smp,SPEpH5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2013,170518_Smp_SPEpH5_3,7-dehydrocholesterol,13.92667,comparable to blkbad S/N,NA,-31373,4429,1.083354,1.447006,170518_Smp_SPEpH5_3 7-dehydrocholesterol,170518,Smp,SPEpH5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2014,170518_Smp_SPEpH8_1,7-dehydrocholesterol,13.88667,Bad IRcomparable to blkbad S/N,NA,-27740,2274,0.6313658,1.621559,170518_Smp_SPEpH8_1 7-dehydrocholesterol,170518,Smp,SPEpH8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2015,170518_Smp_SPEpH8_2,7-dehydrocholesterol,13.91667,comparable to blkbad S/N,NA,24572,7309,1.357805,3.188947,170518_Smp_SPEpH8_2 7-dehydrocholesterol,170518,Smp,SPEpH8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2016,170518_Smp_SPEpH8_3,7-dehydrocholesterol,13.84,Bad IRcomparable to blkbad S/N,NA,-20021,3348,0.3170939,1.305522,170518_Smp_SPEpH8_3 7-dehydrocholesterol,170518,Smp,SPEpH8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
2017,170518_Poo_TruePoo_Full1,Ergosterol,13.85,Bad IR,616117,518290,154673,2.337566,5.979448,170518_Poo_TruePoo_Full1 Ergosterol,170518,Poo,TruePoo,Full1,NA,574953.5,752078.5,833426.7,825769.6,625305.5,772752.3,3635299,6073795,4562499,578305.5,657444.7,d-IAA.Norm.Area,752078.5
2018,170518_Poo_TruePoo_Full2,Ergosterol,13.86,NA,1228084,1130257,357338,1.636583,5.592067,170518_Poo_TruePoo_Full2 Ergosterol,170518,Poo,TruePoo,Full2,NA,1221465,936084.7,1517657,1376861,1223615,1199918,1155794,1375211,1176852,778725,1367047,d-IAA.Norm.Area,936084.7
2019,170518_Poo_TruePoo_Full3,Ergosterol,13.85,Bad IR,963318,865491,268183,1.925481,7.519478,170518_Poo_TruePoo_Full3 Ergosterol,170518,Poo,TruePoo,Full3,NA,824515.1,733521.3,983592,1007546,971134.4,869897,1213731,1575930,1324337,1073310,1145938,d-IAA.Norm.Area,733521.3
2020,170518_Poo_TruePoo_Half1,Ergosterol,13.845,Bad IRcomparable to blk,324062,226235,66730,2.960687,5.774464,170518_Poo_TruePoo_Half1 Ergosterol,170518,Poo,TruePoo,Half1,NA,421165.7,703156.3,755096.5,849353.6,378436.9,863763.8,2613382,3462500,3311908,567942.4,518545,d-IAA.Norm.Area,703156.3
2021,170518_Poo_TruePoo_Half2,Ergosterol,13.86,NA,752744,654917,225666,1.579921,6.543075,170518_Poo_TruePoo_Half2 Ergosterol,170518,Poo,TruePoo,Half2,NA,1170922,1127620,1780774,1748378,892645.1,1680180,703740.5,727616.3,684026.4,760566.2,1311228,d-IAA.Norm.Area,1127620
2022,170518_Poo_TruePoo_Half3,Ergosterol,13.865,NA,737219,639392,210217,1.602664,6.167483,170518_Poo_TruePoo_Half3 Ergosterol,170518,Poo,TruePoo,Half3,NA,1033124,1162563,1534878,1537685,876182,1530120,819567.3,971233.4,887572.5,753097.2,1464670,d-IAA.Norm.Area,1162563
2023,170518_Smp_EtACpH2_1,Ergosterol,13.92,Bad IRcomparable to blk,NA,103566,62790,6.332715,6.625189,170518_Smp_EtACpH2_1 Ergosterol,170518,Smp,EtACpH2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2024,170518_Smp_EtACpH2_2,Ergosterol,13.905,Bad IRcomparable to blkbad S/N,NA,42637,45537,14.14399,2.684382,170518_Smp_EtACpH2_2 Ergosterol,170518,Smp,EtACpH2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2025,170518_Smp_EtACpH2_3,Ergosterol,13.915,Bad IRcomparable to blk,NA,11075,41948,6.526158,4.607101,170518_Smp_EtACpH2_3 Ergosterol,170518,Smp,EtACpH2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2026,170518_Smp_EtACpH5_1,Ergosterol,13.85,bad S/N,NA,1502243,461842,0.8249991,2.810911,170518_Smp_EtACpH5_1 Ergosterol,170518,Smp,EtACpH5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2027,170518_Smp_EtACpH5_2,Ergosterol,13.86,NA,1594952,1497125,535837,1.364665,8.494512,170518_Smp_EtACpH5_2 Ergosterol,170518,Smp,EtACpH5,2,NA,879813.9,1298123,3334800,2736000,5328011,3684977,1332155,3589340,4082287,4104261,1041343,d-IAA.Norm.Area,1298123
2028,170518_Smp_EtACpH5_3,Ergosterol,13.85,NA,1889566,1791739,642081,1.257607,17.41417,170518_Smp_EtACpH5_3 Ergosterol,170518,Smp,EtACpH5,3,NA,1110596,1514405,2269159,2100114,4844807,2850648,1854292,2639620,2631052,2631141,1003774,d-IAA.Norm.Area,1514405
2029,170518_Smp_EtACpH8_1,Ergosterol,13.85,NA,815026,717199,256682,1.786143,10.93316,170518_Smp_EtACpH8_1 Ergosterol,170518,Smp,EtACpH8,1,NA,753734.3,678587,967197.5,1019504,651189.5,1256660,1581335,2161098,1632197,969660.4,473665.3,d-IAA.Norm.Area,678587
2030,170518_Smp_EtACpH8_2,Ergosterol,13.85,NA,1262279,1164452,452787,1.325027,19.93977,170518_Smp_EtACpH8_2 Ergosterol,170518,Smp,EtACpH8,2,NA,1203759,940263.1,1411474,1311611,1070110,1777548,1283891,1240611,982204.8,1270095,730051.8,d-IAA.Norm.Area,940263.1
2031,170518_Smp_EtACpH8_3,Ergosterol,13.845,NA,2200889,2103062,694288,1.493847,46.47385,170518_Smp_EtACpH8_3 Ergosterol,170518,Smp,EtACpH8,3,NA,1443232,2087069,2147857,2055627,5333995,2646714,3445468,2343030,1863648,1177124,1174332,d-IAA.Norm.Area,2087069
2032,170518_Smp_SPEpH2_1,Ergosterol,13.915,Bad IRcomparable to blk,NA,123701,73735,16.1346,5.046026,170518_Smp_SPEpH2_1 Ergosterol,170518,Smp,SPEpH2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2033,170518_Smp_SPEpH2_2,Ergosterol,13.91,Bad IRcomparable to blk,NA,25976,49850,5.905786,10.26115,170518_Smp_SPEpH2_2 Ergosterol,170518,Smp,SPEpH2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2034,170518_Smp_SPEpH2_3,Ergosterol,13.885,Bad IRcomparable to blk,NA,92726,70232,7.878323,7.259748,170518_Smp_SPEpH2_3 Ergosterol,170518,Smp,SPEpH2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2035,170518_Smp_SPEpH5_1,Ergosterol,13.915,Bad IRcomparable to blk,NA,26771,51007,4.642423,4.529688,170518_Smp_SPEpH5_1 Ergosterol,170518,Smp,SPEpH5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2036,170518_Smp_SPEpH5_2,Ergosterol,13.92,Bad IRcomparable to blk,NA,92450,70210,18.08717,12.41708,170518_Smp_SPEpH5_2 Ergosterol,170518,Smp,SPEpH5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2037,170518_Smp_SPEpH5_3,Ergosterol,13.9,Bad IRcomparable to blk,NA,54427,55512,3.940627,6.03802,170518_Smp_SPEpH5_3 Ergosterol,170518,Smp,SPEpH5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2038,170518_Smp_SPEpH8_1,Ergosterol,13.935,Bad IRcomparable to blk,NA,61516,53466,5.036125,5.650585,170518_Smp_SPEpH8_1 Ergosterol,170518,Smp,SPEpH8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2039,170518_Smp_SPEpH8_2,Ergosterol,13.885,Bad IRcomparable to blkbad S/N,NA,30180,35148,8.138797,2.599788,170518_Smp_SPEpH8_2 Ergosterol,170518,Smp,SPEpH8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2040,170518_Smp_SPEpH8_3,Ergosterol,13.855,Bad IRcomparable to blkbad S/N,NA,-30482,14399,1.918934,2.376157,170518_Smp_SPEpH8_3 Ergosterol,170518,Smp,SPEpH8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
2041,170518_Poo_TruePoo_Full1,Squalene,NA,Bad RTbad S/N,NA,195018,70552,1.945588,2.853309,170518_Poo_TruePoo_Full1 Squalene,170518,Poo,TruePoo,Full1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,195018
2042,170518_Poo_TruePoo_Full2,Squalene,NA,Bad RTBad IRbad S/N,NA,579357,80515,19.62467,1.740913,170518_Poo_TruePoo_Full2 Squalene,170518,Poo,TruePoo,Full2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,579357
2043,170518_Poo_TruePoo_Full3,Squalene,NA,Bad RTBad IRbad S/N,NA,509169,57955,13.11378,2.099727,170518_Poo_TruePoo_Full3 Squalene,170518,Poo,TruePoo,Full3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,509169
2044,170518_Poo_TruePoo_Half1,Squalene,15.07,Bad IRcomparable to blkbad S/N,NA,14421,4769,3.124542,3.489371,170518_Poo_TruePoo_Half1 Squalene,170518,Poo,TruePoo,Half1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,14421
2045,170518_Poo_TruePoo_Half2,Squalene,15.105,Bad IRcomparable to blkbad S/N,NA,-7826,2578,0.5134509,1.17025,170518_Poo_TruePoo_Half2 Squalene,170518,Poo,TruePoo,Half2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,-7826
2046,170518_Poo_TruePoo_Half3,Squalene,NA,Bad RTbad S/N,NA,161722,67436,1.48128,2.595816,170518_Poo_TruePoo_Half3 Squalene,170518,Poo,TruePoo,Half3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,161722
2047,170518_Smp_EtACpH2_1,Squalene,NA,Bad RTbad S/N,NA,90939,41398,1.815284,2.657065,170518_Smp_EtACpH2_1 Squalene,170518,Smp,EtACpH2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,90939
2048,170518_Smp_EtACpH2_2,Squalene,NA,Bad RTbad S/N,NA,108368,49258,1.294435,2.169353,170518_Smp_EtACpH2_2 Squalene,170518,Smp,EtACpH2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,108368
2049,170518_Smp_EtACpH2_3,Squalene,NA,Bad RTBad IRbad S/N,NA,83633,10029,6.305502,2.181247,170518_Smp_EtACpH2_3 Squalene,170518,Smp,EtACpH2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,83633
2050,170518_Smp_EtACpH5_1,Squalene,NA,Bad RTBad IRbad S/N,NA,2115669,336544,3.379392,2.248978,170518_Smp_EtACpH5_1 Squalene,170518,Smp,EtACpH5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,2115669
2051,170518_Smp_EtACpH5_2,Squalene,NA,Bad RTbad S/N,NA,85578,36131,2.147557,2.960597,170518_Smp_EtACpH5_2 Squalene,170518,Smp,EtACpH5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,85578
2052,170518_Smp_EtACpH5_3,Squalene,15.155,bad S/N,NA,59207,19953,1.742009,2.441114,170518_Smp_EtACpH5_3 Squalene,170518,Smp,EtACpH5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,59207
2053,170518_Smp_EtACpH8_1,Squalene,NA,Bad RTBad IRbad S/N,NA,143971,20378,3.291456,1.66697,170518_Smp_EtACpH8_1 Squalene,170518,Smp,EtACpH8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,143971
2054,170518_Smp_EtACpH8_2,Squalene,15.15,Bad IRbad S/N,NA,48327,13303,1.132515,1.837594,170518_Smp_EtACpH8_2 Squalene,170518,Smp,EtACpH8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,48327
2055,170518_Smp_EtACpH8_3,Squalene,15.14,bad S/N,NA,48526,16067,1.6311,2.268036,170518_Smp_EtACpH8_3 Squalene,170518,Smp,EtACpH8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,48526
2056,170518_Smp_SPEpH2_1,Squalene,NA,Bad RTbad S/N,NA,35626,4657,2.037062,2.662607,170518_Smp_SPEpH2_1 Squalene,170518,Smp,SPEpH2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,35626
2057,170518_Smp_SPEpH2_2,Squalene,NA,Bad RTBad IRbad S/N,NA,17551,7662,2.93813,2.814652,170518_Smp_SPEpH2_2 Squalene,170518,Smp,SPEpH2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,17551
2058,170518_Smp_SPEpH2_3,Squalene,NA,Bad RTBad IRbad S/N,NA,25740,8012,2.46399,2.584631,170518_Smp_SPEpH2_3 Squalene,170518,Smp,SPEpH2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,25740
2059,170518_Smp_SPEpH5_1,Squalene,NA,Bad RTbad S/N,NA,15793,10013,2.306344,3.362918,170518_Smp_SPEpH5_1 Squalene,170518,Smp,SPEpH5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,15793
2060,170518_Smp_SPEpH5_2,Squalene,NA,Bad RTBad IRbad S/N,NA,14563,9478,3.838478,1.967456,170518_Smp_SPEpH5_2 Squalene,170518,Smp,SPEpH5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,14563
2061,170518_Smp_SPEpH5_3,Squalene,NA,Bad RTBad IR,NA,66076,12691,4.864299,6.602158,170518_Smp_SPEpH5_3 Squalene,170518,Smp,SPEpH5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,66076
2062,170518_Smp_SPEpH8_1,Squalene,NA,Bad RTbad S/N,NA,22098,8022,1.612574,2.851394,170518_Smp_SPEpH8_1 Squalene,170518,Smp,SPEpH8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,22098
2063,170518_Smp_SPEpH8_2,Squalene,NA,Bad RTBad IR,NA,33176,14570,4.055613,9.40486,170518_Smp_SPEpH8_2 Squalene,170518,Smp,SPEpH8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,33176
2064,170518_Smp_SPEpH8_3,Squalene,15.12,Bad IRcomparable to blkbad S/N,NA,-6079,3300,3.043334,2.149307,170518_Smp_SPEpH8_3 Squalene,170518,Smp,SPEpH8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area.BlkSub,-6079
2065,170518_Poo_TruePoo_Full1,Domoic Acid,2.925,NA,1158275,1150310,162264,1.815413,19.7414,170518_Poo_TruePoo_Full1 Domoic Acid,170518,Poo,TruePoo,Full1,NA,1080889,1413877,1566808,1552413,1175549,1452743,6834215,11418488,8577313,1087191,1235969,Vitamin B2_IS.Norm.Area,1452743
