"","Replicate.Name","Compound.Name","Retention.Time","Notes","Area","Area.BlkSub","Height","IR","Run.Cmpd","runDate","type","SampID","replicate","inj.vol.Norm.Area","d4-Tryptamine.Norm.Area","d-IAA.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area","Vitamin B2_IS.Norm.Area","D8-Arachidonic Acid.Norm.Area","D5-EPA.Norm.Area","D5-DHA.Norm.Area","D6-Tocopherol.Norm.Area","D3-Pyridoxal.Norm.Area","PooModel.IS","SmpModel.IS","PooPlusModel.IS","PooModel","SmpModel","PooPlusModel"
"880","170724_Smp_SPEpH8-spikeafter3_a","3OC10-HSL",8.4325,"Bad IR",1317137,1312956,346126,3.312510531,"170724_Smp_SPEpH8-spikeafter3_a 3OC10-HSL","170724","Smp","SPEpH8-spikeafter3","a",1317137,1396447.19978066,1166560.64701422,1225876.27407009,1246242.32676491,1101979.99480725,1295254.93399155,1185491.400175,1350321.4495083,3959220.001511,1751389.29285869,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",1185491.400175,1396447.19978066,1185491.400175
"881","170724_Smp_SPEpH8-spikeafter3_b","3OC10-HSL",8.435,"Bad IR",2133011,2128830,572616,3.140230518,"170724_Smp_SPEpH8-spikeafter3_b 3OC10-HSL","170724","Smp","SPEpH8-spikeafter3","b",2133011,1857248.09158465,1747187.67162587,2037459.9312417,2114942.91221803,1899211.26753386,1949251.60944159,1915687.31050496,2159944.26427956,3158743.17628633,3162227.8101897,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",1915687.31050496,1857248.09158465,1915687.31050496
"882","170724_Smp_SPEpH8-spikeafter3_c","3OC10-HSL",8.4525,"Bad IR",2935141,2930960,793926,2.974023382,"170724_Smp_SPEpH8-spikeafter3_c 3OC10-HSL","170724","Smp","SPEpH8-spikeafter3","c",2935141,2209354.42212817,2231001.07653931,2810938.24811405,3012291.31223606,2867525.84394373,2637797.1174091,2620287.58113187,3102192.64489638,2784076.85631917,4728657.52673208,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",2620287.58113187,2209354.42212817,2620287.58113187
"883","170724_Smp_SPEpH8-spikebefore_1","3OC10-HSL",8.5475,"Bad IRcomparable to blk",4181,-2734,1005,0.367912535,"170724_Smp_SPEpH8-spikebefore_1 3OC10-HSL","170724","Smp","SPEpH8-spikebefore","1",4181,5690.92330112842,7164.23288419637,4398.53371665394,3658.09058256121,4546.4026858081,8106.33437010111,7301.30103278,7870.12992139552,4870.50979145966,4630.05859637317,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",7301.30103278,5690.92330112842,7301.30103278
"884","170724_Smp_SPEpH8-spikebefore_2","3OC10-HSL",8.505,"Bad IRcomparable to blk",4181,3052,2392,2.662127346,"170724_Smp_SPEpH8-spikebefore_2 3OC10-HSL","170724","Smp","SPEpH8-spikebefore","2",4181,7386.09799643611,6000.70584759601,4147.48502741401,3354.20522272463,3655.00846347931,8218.17882551759,6233.76166662238,7080.13773797905,7079.54781141737,3949.29147633668,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",6233.76166662238,7386.09799643611,6233.76166662238
"885","170724_Smp_SPEpH8-spikebefore_3","3OC10-HSL",8.43,"bad S/N",4181,20420,5904,1.508338443,"170724_Smp_SPEpH8-spikebefore_3 3OC10-HSL","170724","Smp","SPEpH8-spikebefore","3",4181,5631.92319317216,4243.7954569943,3541.01237159175,3256.27317508199,3141.25109992595,5869.96994360727,4331.00818719463,5167.52670103947,8327.8784103446,4054.15722384351,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",4331.00818719463,5631.92319317216,4331.00818719463
"886","170724_Smp_SPEpH8-nospike_1","3OC12-HSL",9.963333333,"Bad IRcomparable to blk",613,292,693,Inf,"170724_Smp_SPEpH8-nospike_1 3OC12-HSL","170724","Smp","SPEpH8-nospike","1",613,845.708709063911,1015.654609853,534.621432566063,575.386371869892,653.872910164304,1264.682907943,1105.79760621798,1378.06374844101,647.562888643032,587.501042793931,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",1378.06374844101,845.708709063911,1378.06374844101
"887","170724_Smp_SPEpH8-nospike_2","3OC12-HSL",9.86,"Bad IRcomparable to blk",613,936,1359,Inf,"170724_Smp_SPEpH8-nospike_2 3OC12-HSL","170724","Smp","SPEpH8-nospike","2",613,901.793909937226,645.095169447874,474.751710560072,478.430584317441,409.907938234041,701.475896783269,553.702174554424,607.134676763817,1669.53244125908,599.846651875444,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",607.134676763817,901.793909937226,607.134676763817
"888","170724_Smp_SPEpH8-nospike_3","3OC12-HSL",9.686666667,"Bad IRtoo small",613,-613,0,0,"170724_Smp_SPEpH8-nospike_3 3OC12-HSL","170724","Smp","SPEpH8-nospike","3",613,876.272016651689,585.449593751343,490.831942775496,543.635173956221,452.060542516188,480.030292105729,503.101110342167,531.497633097826,1050.71619324498,661.565800217716,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",531.497633097826,876.272016651689,531.497633097826
"889","170724_Smp_SPEpH8-spikeafter1_a","3OC12-HSL",9.926666667,"Bad IR",30143786,30143173,9635907,3.688639829,"170724_Smp_SPEpH8-spikeafter1_a 3OC12-HSL","170724","Smp","SPEpH8-spikeafter1","a",30143786,29270969.5693547,23715853.9074094,26478335.9841977,30541945.3784757,30251526.1088487,32805481.954512,65345643.8078801,62642511.1778955,73294092.0840173,35674328.2733582,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",62642511.1778955,29270969.5693547,62642511.1778955
"890","170724_Smp_SPEpH8-spikeafter1_b","3OC12-HSL",9.93,"Bad IR",44700832,44700219,14434029,3.641291411,"170724_Smp_SPEpH8-spikeafter1_b 3OC12-HSL","170724","Smp","SPEpH8-spikeafter1","b",44700832,37200712.4290943,32219119.9796722,43222175.3761095,47130296.9276196,45992310.1008614,44512388.4906183,105449632.453199,89540310.2022645,56127271.8096221,55871440.202669,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",89540310.2022645,37200712.4290943,89540310.2022645
"891","170724_Smp_SPEpH8-spikeafter1_c","3OC12-HSL",9.946666667,"Bad IR",56465928,56465315,17977786,3.511875217,"170724_Smp_SPEpH8-spikeafter1_c 3OC12-HSL","170724","Smp","SPEpH8-spikeafter1","c",56465928,40769078.1808157,37690238.0827954,53475381.3392185,55466592.9833934,61976835.4856649,58043085.8027505,144703972.840426,126539673.182813,50497806.0366765,72246462.6491618,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",126539673.182813,40769078.1808157,126539673.182813
"892","170724_Smp_SPEpH8-spikeafter2_a","3OC12-HSL",9.92,"Bad IR",6507885,6507272,2118567,3.556973524,"170724_Smp_SPEpH8-spikeafter2_a 3OC12-HSL","170724","Smp","SPEpH8-spikeafter2","a",6507885,5742286.54176364,5354168.78863995,6652685.18890037,6110308.26925902,5281532.67940946,6390608.17125911,6455537.97531982,6476510.47936953,12897861.567314,10614893.0505516,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",6476510.47936953,5742286.54176364,6476510.47936953
"893","170724_Smp_SPEpH8-spikeafter2_b","3OC12-HSL",9.926666667,"Bad IR",9445354,9444741,3321213,3.594104748,"170724_Smp_SPEpH8-spikeafter2_b 3OC12-HSL","170724","Smp","SPEpH8-spikeafter2","b",9445354,7232635.97561445,7511409.47850379,10365982.8214517,9691771.04777682,9371039.67387612,8576393.48003205,9337547.41672933,9392241.58196031,8592018.64031885,18577307.7023546,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",9392241.58196031,7232635.97561445,9392241.58196031
"894","170724_Smp_SPEpH8-spikeafter2_c","3OC12-HSL",9.946666667,"Bad IR",11924134,11923521,3902729,3.352764566,"170724_Smp_SPEpH8-spikeafter2_c 3OC12-HSL","170724","Smp","SPEpH8-spikeafter2","c",11924134,7754058.76063077,8375672.42625091,12987946.2384731,13060326.578419,11589776.0778813,10510969.6375944,11854851.159832,11637743.1202301,7824141.33062142,21627524.2697259,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",11637743.1202301,7754058.76063077,11637743.1202301
"895","170724_Smp_SPEpH8-spikeafter3_a","3OC12-HSL",9.893333333,"Bad IR",738521,737908,241510,2.946258737,"170724_Smp_SPEpH8-spikeafter3_a 3OC12-HSL","170724","Smp","SPEpH8-spikeafter3","a",738521,782990.366552008,654092.577760389,687350.952712223,698770.233775792,617882.094076049,726251.687642494,664707.083886219,757127.578385785,2219941.52068912,982007.013660155,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",757127.578385785,782990.366552008,757127.578385785
"896","170724_Smp_SPEpH8-spikeafter3_b","3OC12-HSL",9.926666667,"Bad IR",1394679,1394066,489327,3.757409458,"170724_Smp_SPEpH8-spikeafter3_b 3OC12-HSL","170724","Smp","SPEpH8-spikeafter3","b",1394679,1214370.16083048,1142406.65175918,1332202.49658546,1382865.09814967,1241807.97538918,1274527.08185958,1252580.91145697,1412289.43805782,2065358.67576859,2067637.11958708,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",1412289.43805782,1214370.16083048,1412289.43805782
"897","170724_Smp_SPEpH8-spikeafter3_c","3OC12-HSL",9.956666667,"Bad IR",1871484,1870871,652217,3.745365034,"170724_Smp_SPEpH8-spikeafter3_c 3OC12-HSL","170724","Smp","SPEpH8-spikeafter3","c",1871484,1408713.05717242,1422515.24500053,1792290.71323438,1920676.04049986,1828371.69884758,1681893.68090911,1670729.37330336,1977998.29713164,1775163.54116263,3015053.41745376,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",1977998.29713164,1408713.05717242,1977998.29713164
"898","170724_Smp_SPEpH8-spikebefore_1","3OC12-HSL",9.843333333,"Bad IR",613,19059,7342,9.965552178,"170724_Smp_SPEpH8-spikebefore_1 3OC12-HSL","170724","Smp","SPEpH8-spikebefore","1",613,834.378374453892,1050.38860512135,644.893845565383,536.333299954561,666.573749438021,1188.51541948624,1070.48493974985,1153.88415255093,714.092920871746,678.839014488579,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",1153.88415255093,834.378374453892,1153.88415255093
"899","170724_Smp_SPEpH8-spikebefore_2","3OC12-HSL",9.806666667,"Bad IRtoo small",613,-574,25,3,"170724_Smp_SPEpH8-spikebefore_2 3OC12-HSL","170724","Smp","SPEpH8-spikebefore","2",613,1082.91750103213,879.797341443758,608.086180771296,491.77895276972,535.88141308606,1204.91356614262,913.966970016627,1038.05894125357,1037.97244879188,579.027906002005,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",1038.05894125357,1082.91750103213,1038.05894125357
"900","170724_Smp_SPEpH8-spikebefore_3","3OC12-HSL",9.76,"Bad IRcomparable to blkbad S/N",613,-318,294,0.057071,"170724_Smp_SPEpH8-spikebefore_3 3OC12-HSL","170724","Smp","SPEpH8-spikebefore","3",613,825.728035736554,622.206796253889,519.167802866717,477.420582713527,460.5565472984,860.629412923046,634.993546699428,757.640245811335,1220.9972412201,594.402864916545,"D5-DHA.Norm.Area","d4-Tryptamine.Norm.Area","D5-DHA.Norm.Area",757.640245811335,825.728035736554,757.640245811335
"901","170724_Smp_SPEpH8-nospike_1","3OC6-HSL",2.07,"Bad IRbad S/N",93,10923,5342,0.12205418,"170724_Smp_SPEpH8-nospike_1 3OC6-HSL","170724","Smp","SPEpH8-nospike","1",93,128.304910184248,154.087893501353,81.1089612212788,87.2935278693311,99.2009472190543,191.868695658562,167.763747762271,209.070030350757,98.243635634261,89.1314795755882,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",128.304910184248,128.304910184248,128.304910184248
"902","170724_Smp_SPEpH8-nospike_2","3OC6-HSL",2.13,"Bad IRbad S/N",93,1554,2187,0.089579028,"170724_Smp_SPEpH8-nospike_2 3OC6-HSL","170724","Smp","SPEpH8-nospike","2",93,136.813757951325,97.8692508297754,72.02595282559,72.5840853858434,62.188316893582,106.422933769729,84.0037556828082,92.1101548760766,253.289587336206,91.0044675765355,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",136.813757951325,136.813757951325,136.813757951325
"903","170724_Smp_SPEpH8-nospike_3","3OC6-HSL",2.135,"Bad IR",93,26422,6398,0.397597769,"170724_Smp_SPEpH8-nospike_3 3OC6-HSL","170724","Smp","SPEpH8-nospike","3",93,132.94175782807,88.8202483179036,74.4655312856788,82.4764619542065,68.5834102022928,72.826781673463,76.3269221236893,80.6350405841726,159.407187555926,100.368057781807,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",132.94175782807,132.94175782807,132.94175782807
"904","170724_Smp_SPEpH8-spikeafter1_a","3OC6-HSL",2.285,NA,93755024,93754931,5294771,4.390330047,"170724_Smp_SPEpH8-spikeafter1_a 3OC6-HSL","170724","Smp","SPEpH8-spikeafter1","a",93755024,91040337.6164534,73762481.3376018,82354519.9557389,94993403.3490577,94090123.7943945,102033591.532823,203241968.460871,194834522.077083,227963712.401463,110956450.641355,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",91040337.6164534,91040337.6164534,91040337.6164534
"905","170724_Smp_SPEpH8-spikeafter1_b","3OC6-HSL",2.295,NA,106504016,106503923,5761685,4.462384107,"170724_Smp_SPEpH8-spikeafter1_b 3OC6-HSL","170724","Smp","SPEpH8-spikeafter1","b",106504016,88634262.3725586,76765140.9669719,102980974.891295,112292449.009986,109581086.339939,106055031.280022,251243854.745022,213338369.863607,133728603.862415,133119060.542052,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",88634262.3725586,88634262.3725586,88634262.3725586
"906","170724_Smp_SPEpH8-spikeafter1_c","3OC6-HSL",2.32,NA,117405296,117405203,6084879,4.737479837,"170724_Smp_SPEpH8-spikeafter1_c 3OC6-HSL","170724","Smp","SPEpH8-spikeafter1","c",117405296,84768033.7683605,78366436.4538746,111187280.493182,115327454.944632,128863705.478068,120684559.889378,300871930.480026,263104288.054408,104996235.341897,150216557.713844,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",84768033.7683605,84768033.7683605,84768033.7683605
"907","170724_Smp_SPEpH8-spikeafter2_a","3OC6-HSL",2.3,NA,15424255,15424162,981528,4.4138105,"170724_Smp_SPEpH8-spikeafter2_a 3OC6-HSL","170724","Smp","SPEpH8-spikeafter2","a",15424255,13609719.8864501,12689846.9639558,15767444.0756594,14481963.4756391,12517693.0505141,15146298.6882196,15300187.9863453,15349894.6499466,30569056.7317877,25158222.2503065,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",13609719.8864501,13609719.8864501,13609719.8864501
"908","170724_Smp_SPEpH8-spikeafter2_b","3OC6-HSL",2.295,NA,16921928,16921835,954322,4.108895668,"170724_Smp_SPEpH8-spikeafter2_b 3OC6-HSL","170724","Smp","SPEpH8-spikeafter2","b",16921928,12957708.650153,13457148.389966,18571290.7058689,17363399.1762473,16788789.3504548,15365132.2087845,16728785.9282436,16826773.8624236,15393125.6368087,33282380.2446249,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",12957708.650153,12957708.650153,12957708.650153
"909","170724_Smp_SPEpH8-spikeafter2_c","3OC6-HSL",2.315,NA,18107650,18107557,1003900,3.957438141,"170724_Smp_SPEpH8-spikeafter2_c 3OC6-HSL","170724","Smp","SPEpH8-spikeafter2","c",18107650,11775092.6077261,12719057.401502,19723124.9418271,19833039.6628979,17599903.5902018,15961658.8809037,18002439.053799,17672744.9734325,11881518.0008399,32842941.8725672,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",11775092.6077261,11775092.6077261,11775092.6077261
"910","170724_Smp_SPEpH8-spikeafter3_a","3OC6-HSL",2.26,"Bad IR",1947403,1947310,157899,2.221024311,"170724_Smp_SPEpH8-spikeafter3_a 3OC6-HSL","170724","Smp","SPEpH8-spikeafter3","a",1947403,2064664.0905194,1724774.03920581,1812472.91189369,1842584.36735811,1629290.7630927,1915050.10049823,1752763.38693317,1996466.610335,5853754.7032712,2589450.27212879,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",2064664.0905194,2064664.0905194,2064664.0905194
"911","170724_Smp_SPEpH8-spikeafter3_b","3OC6-HSL",2.3,NA,2813178,2813085,217809,3.759952953,"170724_Smp_SPEpH8-spikeafter3_b 3OC6-HSL","170724","Smp","SPEpH8-spikeafter3","b",2813178,2449480.79113887,2304324.6939135,2687157.94454443,2789348.42432021,2504825.03614766,2570822.0652147,2526554.90140075,2848699.6482894,4165992.02309732,4170587.82472938,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",2449480.79113887,2449480.79113887,2449480.79113887
"912","170724_Smp_SPEpH8-spikeafter3_c","3OC6-HSL",2.3,NA,3162940,3162847,194675,4.450050298,"170724_Smp_SPEpH8-spikeafter3_c 3OC6-HSL","170724","Smp","SPEpH8-spikeafter3","c",3162940,2380824.45644896,2404151.127673,3029097.75799182,3246078.01912205,3090077.16932283,2842518.98445013,2823650.51691392,3342956.67712336,3000151.6288063,5095652.99847672,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",2380824.45644896,2380824.45644896,2380824.45644896
"913","170724_Smp_SPEpH8-spikebefore_1","3OC6-HSL",2.1,"Bad IRbad S/N",93,9816,5002,0.147284402,"170724_Smp_SPEpH8-spikebefore_1 3OC6-HSL","170724","Smp","SPEpH8-spikebefore","1",93,126.585952404913,159.357488215801,97.8387074022522,81.3686735657002,101.127828218166,180.313106055825,162.406361169227,175.059096553404,108.337098925077,102.988626994189,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",126.585952404913,126.585952404913,126.585952404913
"914","170724_Smp_SPEpH8-spikebefore_2","3OC6-HSL",2.145,"Bad IRbad S/N",93,11937,13738,0.652563059,"170724_Smp_SPEpH8-spikebefore_2 3OC6-HSL","170724","Smp","SPEpH8-spikebefore","2",93,164.292540939622,133.476595031435,92.2545102964609,74.609204906336,81.3001165040842,182.800916233709,138.660568044937,157.486919309268,157.473797288164,87.845995527221,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",164.292540939622,164.292540939622,164.292540939622
"915","170724_Smp_SPEpH8-spikebefore_3","3OC6-HSL",2.09,"Bad IRbad S/N",93,6989,4225,0.378878665,"170724_Smp_SPEpH8-spikebefore_3 3OC6-HSL","170724","Smp","SPEpH8-spikebefore","3",93,125.273584540782,94.3967896437384,78.7644464381806,72.4308551261958,69.8723636194962,130.568573249337,96.3367044747909,114.943789331899,185.241017020341,90.1785749383991,"d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area","d4-Tryptamine.Norm.Area",125.273584540782,125.273584540782,125.273584540782
"916","170724_Smp_SPEpH8-nospike_1","3OC8-HSL",5.675,"Bad IRtoo small",19,84,55,0.039059537,"170724_Smp_SPEpH8-nospike_1 3OC8-HSL","170724","Smp","SPEpH8-nospike","1",19,26.2128311129108,31.4803223282334,16.5706479914441,17.8341616077128,20.266860184538,39.1989808334697,34.2743140589585,42.7132320071439,20.0712803983974,18.2096571175933,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",34.2743140589585,26.2128311129108,34.2743140589585
"917","170724_Smp_SPEpH8-nospike_2","3OC8-HSL",5.775,"Bad IR",19,1608,885,0.415262889,"170724_Smp_SPEpH8-nospike_2 3OC8-HSL","170724","Smp","SPEpH8-nospike","2",19,27.9511978610233,19.9947931802767,14.7149796095291,14.8290066917315,12.7051400105168,21.7423198024178,17.1620576126167,18.8182036843597,51.7473350471818,18.5923105801524,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",17.1620576126167,27.9511978610233,17.1620576126167
"918","170724_Smp_SPEpH8-nospike_3","3OC8-HSL",5.82,"Bad IRtoo small",19,69,91,0.005489364,"170724_Smp_SPEpH8-nospike_3 3OC8-HSL","170724","Smp","SPEpH8-nospike","3",19,27.1601440724015,18.146072236991,15.2133881121279,16.8500298616121,14.0116644499308,14.8785898042559,15.593672261829,16.4738254956912,32.5670598232538,20.5053021274659,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",15.593672261829,27.1601440724015,15.593672261829
"919","170724_Smp_SPEpH8-spikeafter1_a","3OC8-HSL",5.82,"Bad IR",20204174,20204155,2393103,2.613544288,"170724_Smp_SPEpH8-spikeafter1_a 3OC8-HSL","170724","Smp","SPEpH8-spikeafter1","a",20204174,19619160.0593219,15895788.23655,17747369.4729385,20471044.3049595,20276387.8853413,21988202.3300862,43798571.2092181,41986769.5330356,49126098.1496322,23911075.2633411,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",43798571.2092181,19619160.0593219,43798571.2092181
"920","170724_Smp_SPEpH8-spikeafter1_b","3OC8-HSL",5.81,"Bad IR",27147008,27146989,2778713,2.453622819,"170724_Smp_SPEpH8-spikeafter1_b 3OC8-HSL","170724","Smp","SPEpH8-spikeafter1","b",27147008,22592153.048031,19566810.475499,26249013.4571242,28622432.5251142,27931328.2188252,27032565.4442835,64040016.4319997,54378216.4364045,34086334.1611625,33930966.523249,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",64040016.4319997,22592153.048031,64040016.4319997
"921","170724_Smp_SPEpH8-spikeafter1_c","3OC8-HSL",5.84,"Bad IR",35371360,35371341,3680681,2.575416501,"170724_Smp_SPEpH8-spikeafter1_c 3OC8-HSL","170724","Smp","SPEpH8-spikeafter1","c",35371360,25538546.7356842,23609901.1728323,33498023.1704822,34745357.0299789,38823500.0693556,36359322.4473346,90645394.4539604,79266922.425,31632811.8530782,45256595.0760617,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",90645394.4539604,25538546.7356842,90645394.4539604
"922","170724_Smp_SPEpH8-spikeafter2_a","3OC8-HSL",5.795,"Bad IR",3653312,3653293,466589,2.561475418,"170724_Smp_SPEpH8-spikeafter2_a 3OC8-HSL","170724","Smp","SPEpH8-spikeafter2","a",3653312,3223530.27603647,3005653.77009025,3734598.05033924,3430125.53598953,2964878.25400706,3587476.65629601,3623926.10682144,3635699.37889291,7240434.09467238,5958850.86480427,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",3623926.10682144,3223530.27603647,3623926.10682144
"923","170724_Smp_SPEpH8-spikeafter2_b","3OC8-HSL",5.835,"Bad IR",4721204,4721185,554845,2.466828572,"170724_Smp_SPEpH8-spikeafter2_b 3OC8-HSL","170724","Smp","SPEpH8-spikeafter2","b",4721204,3615190.06049057,3754533.33729472,5181374.83894928,4844374.09522694,4684058.42623396,4286859.25413714,4667317.52076758,4694656.07384512,4294669.39754168,9285756.7258556,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",4667317.52076758,3615190.06049057,4667317.52076758
"924","170724_Smp_SPEpH8-spikeafter2_c","3OC8-HSL",5.83,"Bad IR",6234227,6234208,717601,2.443871023,"170724_Smp_SPEpH8-spikeafter2_c 3OC8-HSL","170724","Smp","SPEpH8-spikeafter2","c",6234227,4054010.33610583,4379005.06509646,6790413.88787124,6828256.08836647,6059416.55374568,5495390.33282173,6198004.24765489,6084494.88903789,4090651.20663488,11307395.2159109,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",6198004.24765489,4054010.33610583,6198004.24765489
"925","170724_Smp_SPEpH8-spikeafter3_a","3OC8-HSL",5.81,NA,446054,446035,58296,1.998718466,"170724_Smp_SPEpH8-spikeafter3_a 3OC8-HSL","170724","Smp","SPEpH8-spikeafter3","a",446054,472912.733641954,395060.683014204,415148.170276943,422045.219914704,373190.172779106,438643.546059875,401471.662411473,457292.053779504,1340806.55129572,593115.370410816,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",401471.662411473,472912.733641954,401471.662411473
"926","170724_Smp_SPEpH8-spikeafter3_b","3OC8-HSL",5.82,NA,711347,711328,94642,1.629828963,"170724_Smp_SPEpH8-spikeafter3_b 3OC8-HSL","170724","Smp","SPEpH8-spikeafter3","b",711347,619381.6432285,582677.121050031,679481.263673273,705321.395800376,633376.12301409,650064.291567857,638870.789351659,720329.089987097,1053422.82914704,1054584.93467451,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",638870.789351659,619381.6432285,638870.789351659
"927","170724_Smp_SPEpH8-spikeafter3_c","3OC8-HSL",5.83,NA,931224,931205,124465,2.130133336,"170724_Smp_SPEpH8-spikeafter3_c 3OC8-HSL","170724","Smp","SPEpH8-spikeafter3","c",931224,700955.716400637,707823.490080799,891818.539266687,955701.264418204,909771.927992779,836886.535557293,831331.33381052,984224.009528328,883296.300398844,1500247.98695311,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",831331.33381052,700955.716400637,831331.33381052
"928","170724_Smp_SPEpH8-spikebefore_1","3OC8-HSL",5.725,"Bad IR",19,1246,902,0.490310078,"170724_Smp_SPEpH8-spikebefore_1 3OC8-HSL","170724","Smp","SPEpH8-spikebefore","1",19,25.8616461902511,32.5569061946259,19.9885531251913,16.6237075026699,20.6605240445716,36.8381614522653,33.179794217369,35.7647616614482,22.1333858018975,21.040687235372,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",33.179794217369,25.8616461902511,33.179794217369
"929","170724_Smp_SPEpH8-spikebefore_2","3OC8-HSL",5.74,"Bad IRtoo small",19,55,65,0.011747896,"170724_Smp_SPEpH8-spikebefore_2 3OC8-HSL","170724","Smp","SPEpH8-spikebefore","2",19,33.5651427726109,27.2694118881426,18.8476956519651,15.242740787316,16.6097012212645,37.3464237466717,28.3285031489656,32.174746955657,32.1720661126357,17.947031344271,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",28.3285031489656,33.5651427726109,28.3285031489656
"930","170724_Smp_SPEpH8-spikebefore_3","3OC8-HSL",5.77,"Bad IR",19,10900,4242,0.497879714,"170724_Smp_SPEpH8-spikebefore_3 3OC8-HSL","170724","Smp","SPEpH8-spikebefore","3",19,25.5935280244609,19.2853656261401,16.0916611002735,14.7977015849217,14.2749990190369,26.6752999111548,19.6816923120541,23.4831397559794,37.844938961145,18.4235798261245,"D5-EPA.Norm.Area","d4-Tryptamine.Norm.Area","D5-EPA.Norm.Area",19.6816923120541,25.5935280244609,19.6816923120541
